feature_row_0based,sample_id,official_word_index,official_word,text_char_start_0based,text_char_end_exclusive,bert_token_positions_0based,bert_wordpieces,bert_subword_count,text_feature_valid_mask,final_primary_start_time_wav_s,final_primary_end_time_wav_s,final_primary_valid_mask,timestamp_status
929,-t217m2on-s$_$7,33,nasal,176,181,39,nasal,1,1,12.109999656677246,12.520000457763672,1,mfa_primary_exact_transcript_auto_qc_pass
930,-t217m2on-s$_$7,34,infection,182,191,40,infection,1,1,12.520000457763672,13.15999984741211,1,mfa_primary_exact_transcript_auto_qc_pass
931,-t217m2on-s$_$7,35,or,192,194,41,or,1,1,13.15999984741211,13.430000305175781,1,mfa_primary_exact_transcript_auto_qc_pass
932,-t217m2on-s$_$7,36,a,195,196,42,a,1,1,13.430000305175781,13.479999542236328,1,mfa_primary_exact_transcript_auto_qc_pass
933,-t217m2on-s$_$7,37,sinus,197,202,43;44,sin ##us,2,1,13.479999542236328,13.970000267028809,1,mfa_primary_exact_transcript_auto_qc_pass
934,-t217m2on-s$_$7,38,infection,203,212,45,infection,1,1,13.970000267028809,14.6899995803833,1,mfa_primary_exact_transcript_auto_qc_pass
935,-t217m2on-s$_$7,39,that,213,217,46,that,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
936,-t217m2on-s$_$7,40,he,218,220,47,he,1,1,15.300000190734863,15.5,1,mfa_primary_exact_transcript_auto_qc_pass
937,-t217m2on-s$_$7,41,would,221,226,48,would,1,1,15.5,15.770000457763672,1,mfa_primary_exact_transcript_auto_qc_pass
938,-t217m2on-s$_$7,42,need,227,231,49,need,1,1,15.770000457763672,15.960000038146973,1,mfa_primary_exact_transcript_auto_qc_pass
939,-t217m2on-s$_$7,43,to,232,234,50,to,1,1,15.960000038146973,16.020000457763672,1,mfa_primary_exact_transcript_auto_qc_pass
940,-t217m2on-s$_$7,44,deal,235,239,51,deal,1,1,16.020000457763672,16.31999969482422,1,mfa_primary_exact_transcript_auto_qc_pass
941,-t217m2on-s$_$7,45,with,240,244,52,with,1,1,16.31999969482422,16.469999313354492,1,mfa_primary_exact_transcript_auto_qc_pass
942,-tANM6ETl_M$_$3,1,The,0,3,1,the,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
943,-tANM6ETl_M$_$3,2,first,4,9,2,first,1,1,0.6100000143051147,0.9900000095367432,1,mfa_primary_unique_word_overlap_auto_qc_pass
944,-tANM6ETl_M$_$3,3,place,10,15,3,place,1,1,0.9900000095367432,1.340000033378601,1,mfa_primary_unique_word_overlap_auto_qc_pass
945,-tANM6ETl_M$_$3,4,is,16,18,4,is,1,1,1.340000033378601,1.5099999904632568,1,mfa_primary_unique_word_overlap_auto_qc_pass
946,-tANM6ETl_M$_$3,5,either,19,25,5,either,1,1,1.5099999904632568,1.7599999904632568,1,mfa_primary_unique_word_overlap_auto_qc_pass
947,-tANM6ETl_M$_$3,6,you,26,29,6,you,1,1,1.7599999904632568,1.9700000286102295,1,mfa_primary_unique_word_overlap_auto_qc_pass
948,-tANM6ETl_M$_$3,7,have,30,34,7,have,1,1,1.9700000286102295,2.200000047683716,1,mfa_primary_unique_word_overlap_auto_qc_pass
949,-tANM6ETl_M$_$3,8,a,35,36,8,a,1,1,2.200000047683716,2.2699999809265137,1,mfa_primary_unique_word_overlap_auto_qc_pass
950,-tANM6ETl_M$_$3,9,prospect,37,45,9,prospect,1,1,2.2699999809265137,2.930000066757202,1,mfa_primary_unique_word_overlap_auto_qc_pass
951,-tANM6ETl_M$_$3,10,or,47,49,11,or,1,1,2.930000066757202,3.0199999809265137,1,mfa_primary_unique_word_overlap_auto_qc_pass
952,-tANM6ETl_M$_$3,11,a,50,51,12,a,1,1,3.0199999809265137,3.069999933242798,1,mfa_primary_unique_word_overlap_auto_qc_pass
953,-tANM6ETl_M$_$3,12,customer,52,60,13,customer,1,1,3.069999933242798,3.509999990463257,1,mfa_primary_unique_word_overlap_auto_qc_pass
954,-tANM6ETl_M$_$3,13,who's,61,66,14;15;16,who ' s,3,1,3.509999990463257,3.7100000381469727,1,mfa_primary_unique_word_overlap_auto_qc_pass
955,-tANM6ETl_M$_$3,14,never,67,72,17,never,1,1,3.7100000381469727,4.190000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
956,-tANM6ETl_M$_$3,15,done,73,77,18,done,1,1,4.190000057220459,4.460000038146973,1,mfa_primary_unique_word_overlap_auto_qc_pass
957,-tANM6ETl_M$_$3,16,it,78,80,19,it,1,1,4.460000038146973,4.619999885559082,1,mfa_primary_unique_word_overlap_auto_qc_pass
958,-tANM6ETl_M$_$3,17,before,81,87,20,before,1,1,4.619999885559082,5.099999904632568,1,mfa_primary_unique_word_overlap_auto_qc_pass
959,-tANM6ETl_M$_$3,18,or,89,91,22,or,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
960,-tANM6ETl_M$_$3,19,they've,92,99,23;24;25,they ' ve,3,1,5.099999904632568,5.309999942779541,1,mfa_primary_unique_word_overlap_auto_qc_pass
961,-tANM6ETl_M$_$3,20,never,100,105,26,never,1,1,5.309999942779541,5.650000095367432,1,mfa_primary_unique_word_overlap_auto_qc_pass
962,-tANM6ETl_M$_$3,21,tried,106,111,27,tried,1,1,5.650000095367432,5.989999771118164,1,mfa_primary_unique_word_overlap_auto_qc_pass
963,-tANM6ETl_M$_$3,22,it,112,114,28,it,1,1,5.989999771118164,6.090000152587891,1,mfa_primary_unique_word_overlap_auto_qc_pass
964,-tPCytz4rww$_$11,1,Make,0,4,1,make,1,1,0.5,0.6399999856948853,1,mfa_primary_unique_word_overlap_auto_qc_pass
965,-tPCytz4rww$_$11,2,sure,5,9,2,sure,1,1,0.6399999856948853,0.8700000047683716,1,mfa_primary_unique_word_overlap_auto_qc_pass
966,-tPCytz4rww$_$11,3,that,10,14,3,that,1,1,0.8700000047683716,1.0199999809265137,1,mfa_primary_unique_word_overlap_auto_qc_pass
967,-tPCytz4rww$_$11,4,your,15,19,4,your,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
968,-tPCytz4rww$_$11,5,using,20,25,5,using,1,1,1.149999976158142,1.5199999809265137,1,mfa_primary_unique_word_overlap_auto_qc_pass
969,-tPCytz4rww$_$11,6,comps,26,31,6;7,com ##ps,2,1,1.5199999809265137,1.899999976158142,1,mfa_primary_unique_word_overlap_auto_qc_pass
970,-tPCytz4rww$_$11,7,that,32,36,8,that,1,1,1.899999976158142,2.059999942779541,1,mfa_primary_unique_word_overlap_auto_qc_pass
971,-tPCytz4rww$_$11,8,are,37,40,9,are,1,1,2.059999942779541,2.140000104904175,1,mfa_primary_unique_word_overlap_auto_qc_pass
972,-tPCytz4rww$_$11,9,not,41,44,10,not,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
973,-tPCytz4rww$_$11,10,larger,45,51,11,larger,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
974,-tPCytz4rww$_$11,11,no,53,55,13,no,1,1,2.140000104904175,2.3399999141693115,1,mfa_primary_unique_word_overlap_auto_qc_pass
975,-tPCytz4rww$_$11,12,larger,56,62,14,larger,1,1,2.3399999141693115,2.9100000858306885,1,mfa_primary_unique_word_overlap_auto_qc_pass
976,-tPCytz4rww$_$11,13,than,63,67,15,than,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
977,-tPCytz4rww$_$11,14,twelve,68,74,16,twelve,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
978,-tPCytz4rww$_$11,15,hundred,75,82,17,hundred,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
979,-tPCytz4rww$_$11,16,square,83,89,18,square,1,1,4.389999866485596,4.599999904632568,1,mfa_primary_unique_word_overlap_auto_qc_pass
980,-tPCytz4rww$_$11,17,feet,90,94,19,feet,1,1,4.599999904632568,4.860000133514404,1,mfa_primary_unique_word_overlap_auto_qc_pass
981,-tPCytz4rww$_$10,1,Say,0,3,1,say,1,1,0.5400000214576721,0.7400000095367432,1,mfa_primary_unique_word_overlap_auto_qc_pass
982,-tPCytz4rww$_$10,2,twenty,4,10,2,twenty,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
983,-tPCytz4rww$_$10,3,percent,11,18,3,percent,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
984,-tPCytz4rww$_$10,4,so,19,21,4,so,1,1,1.5199999809265137,1.8600000143051147,1,mfa_primary_unique_word_overlap_auto_qc_pass
985,-tPCytz4rww$_$10,5,if,22,24,5,if,1,1,1.8600000143051147,2.069999933242798,1,mfa_primary_unique_word_overlap_auto_qc_pass
986,-tPCytz4rww$_$10,6,you've,25,31,6;7;8,you ' ve,3,1,2.069999933242798,2.190000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
987,-tPCytz4rww$_$10,7,got,32,35,9,got,1,1,2.190000057220459,2.3299999237060547,1,mfa_primary_unique_word_overlap_auto_qc_pass
988,-tPCytz4rww$_$10,8,a,36,37,10,a,1,1,2.3299999237060547,2.380000114440918,1,mfa_primary_unique_word_overlap_auto_qc_pass
989,-tPCytz4rww$_$10,9,thousand,38,46,11,thousand,1,1,2.380000114440918,2.759999990463257,1,mfa_primary_unique_word_overlap_auto_qc_pass
990,-tPCytz4rww$_$10,10,square,47,53,12,square,1,1,2.759999990463257,3.0199999809265137,1,mfa_primary_unique_word_overlap_auto_qc_pass
991,-tPCytz4rww$_$10,11,foot,54,58,13,foot,1,1,3.0199999809265137,3.359999895095825,1,mfa_primary_unique_word_overlap_auto_qc_pass
992,-tPCytz4rww$_$10,12,condo,59,64,14,condo,1,1,3.6500000953674316,4.150000095367432,1,mfa_primary_unique_word_overlap_auto_qc_pass
993,-tPCytz4rww$_$12,1,No,0,2,1,no,1,1,0.49000000953674316,0.6600000262260437,1,mfa_primary_unique_word_overlap_auto_qc_pass
994,-tPCytz4rww$_$12,2,less,3,7,2,less,1,1,0.6600000262260437,0.8999999761581421,1,mfa_primary_unique_word_overlap_auto_qc_pass
995,-tPCytz4rww$_$12,3,than,8,12,3,than,1,1,0.8999999761581421,1.2000000476837158,1,mfa_primary_unique_word_overlap_auto_qc_pass
996,-tPCytz4rww$_$12,4,eight,13,18,4,eight,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
997,-tPCytz4rww$_$12,5,hundred,19,26,5,hundred,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
998,-tPCytz4rww$_$12,6,squire,27,33,6,squire,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
999,-tPCytz4rww$_$12,7,feet,34,38,7,feet,1,1,1.9800000190734863,2.259999990463257,1,mfa_primary_unique_word_overlap_auto_qc_pass
1000,-tPCytz4rww$_$12,8,and,39,42,8,and,1,1,2.5999999046325684,2.9600000381469727,1,mfa_primary_unique_word_overlap_auto_qc_pass
1001,-tPCytz4rww$_$12,9,going,43,48,9,going,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
1002,-tPCytz4rww$_$12,10,to,49,51,10,to,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
1003,-tPCytz4rww$_$12,11,similar,52,59,11,similar,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1004,-tPCytz4rww$_$12,12,in,60,62,12,in,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1005,-tPCytz4rww$_$12,13,similar,64,71,14,similar,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1006,-tPCytz4rww$_$12,14,with,72,76,15,with,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
1007,-tPCytz4rww$_$12,15,bedrooms,77,85,16,bedrooms,1,1,5.889999866485596,6.28000020980835,1,mfa_primary_unique_word_overlap_auto_qc_pass
1008,-tPCytz4rww$_$12,16,and,86,89,17,and,1,1,6.28000020980835,6.380000114440918,1,mfa_primary_unique_word_overlap_auto_qc_pass
1009,-tPCytz4rww$_$12,17,bathrooms,90,99,18,bathrooms,1,1,6.380000114440918,6.909999847412109,1,mfa_primary_unique_word_overlap_auto_qc_pass
1010,-tPCytz4rww$_$12,18,as,100,102,19,as,1,1,6.909999847412109,7.03000020980835,1,mfa_primary_unique_word_overlap_auto_qc_pass
1011,-tPCytz4rww$_$12,19,well,103,107,20,well,1,1,7.03000020980835,7.380000114440918,1,mfa_primary_unique_word_overlap_auto_qc_pass
1012,-tPCytz4rww$_$12,20,and,108,111,21,and,1,1,7.690000057220459,8.09000015258789,1,mfa_primary_unique_word_overlap_auto_qc_pass
1013,-tPCytz4rww$_$12,21,hopefully,112,121,22,hopefully,1,1,8.09000015258789,8.760000228881836,1,mfa_primary_unique_word_overlap_auto_qc_pass
1014,-tPCytz4rww$_$12,22,the,122,125,23,the,1,1,8.760000228881836,9.270000457763672,1,mfa_primary_unique_word_overlap_auto_qc_pass
1015,-tPCytz4rww$_$12,23,complexes,126,135,24,complexes,1,1,9.270000457763672,9.869999885559082,1,mfa_primary_unique_word_overlap_auto_qc_pass
1016,-tPCytz4rww$_$12,24,have,136,140,25,have,1,1,9.869999885559082,10.079999923706055,1,mfa_primary_unique_word_overlap_auto_qc_pass
1017,-tPCytz4rww$_$12,25,similar,141,148,26,similar,1,1,10.079999923706055,10.529999732971191,1,mfa_primary_unique_word_overlap_auto_qc_pass
1018,-tPCytz4rww$_$12,26,amenities,149,158,27,amenities,1,1,10.529999732971191,11.199999809265137,1,mfa_primary_unique_word_overlap_auto_qc_pass
1019,-tPCytz4rww$_$16,1,So,0,2,1,so,1,1,0.5,0.8500000238418579,1,mfa_primary_unique_word_overlap_auto_qc_pass
1020,-tPCytz4rww$_$16,2,make,3,7,2,make,1,1,0.8500000238418579,1.100000023841858,1,mfa_primary_unique_word_overlap_auto_qc_pass
1021,-tPCytz4rww$_$16,3,sure,8,12,3,sure,1,1,1.100000023841858,1.3799999952316284,1,mfa_primary_unique_word_overlap_auto_qc_pass
1022,-tPCytz4rww$_$16,4,to,13,15,4,to,1,1,1.3799999952316284,1.8300000429153442,1,mfa_primary_unique_word_overlap_auto_qc_pass
1023,-tPCytz4rww$_$16,5,get,16,19,5,get,1,1,1.8300000429153442,2.0399999618530273,1,mfa_primary_unique_word_overlap_auto_qc_pass
1024,-tPCytz4rww$_$16,6,a,20,21,6,a,1,1,2.0399999618530273,2.0799999237060547,1,mfa_primary_unique_word_overlap_auto_qc_pass
1025,-tPCytz4rww$_$16,7,through,22,29,7,through,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1026,-tPCytz4rww$_$16,8,or,30,32,8,or,1,1,,,0,mfa_whisper_discrepancy_over_0_5s_null_primary
1027,-tPCytz4rww$_$16,9,to,33,35,9,to,1,1,3.819999933242798,4.03000020980835,1,mfa_primary_unique_word_overlap_auto_qc_pass
1028,-tPCytz4rww$_$16,10,do,36,38,10,do,1,1,4.03000020980835,4.579999923706055,1,mfa_primary_unique_word_overlap_auto_qc_pass
1029,-tPCytz4rww$_$16,11,a,39,40,11,a,1,1,4.579999923706055,4.659999847412109,1,mfa_primary_unique_word_overlap_auto_qc_pass
1030,-tPCytz4rww$_$16,12,through,41,48,12,through,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1031,-tPCytz4rww$_$16,13,cleaning,49,57,13,cleaning,1,1,5.090000152587891,5.659999847412109,1,mfa_primary_unique_word_overlap_auto_qc_pass
1032,-tPCytz4rww$_$16,14,of,58,60,14,of,1,1,5.730000019073486,5.940000057220459,1,mfa_primary_unique_word_overlap_auto_qc_pass
1033,-tPCytz4rww$_$16,15,the,61,64,15,the,1,1,5.940000057220459,6.059999942779541,1,mfa_primary_unique_word_overlap_auto_qc_pass
1034,-tPCytz4rww$_$16,16,property,65,73,16,property,1,1,6.059999942779541,6.579999923706055,1,mfa_primary_unique_word_overlap_auto_qc_pass
1035,-tPCytz4rww$_$18,1,Do,0,2,1,do,1,1,,,0,mfa_alignment_output_missing
1036,-tPCytz4rww$_$18,2,so,3,5,2,so,1,1,,,0,mfa_alignment_output_missing
1037,-tPCytz4rww$_$18,3,and,6,9,3,and,1,1,,,0,mfa_alignment_output_missing
1038,-tPCytz4rww$_$18,4,as,10,12,4,as,1,1,,,0,mfa_alignment_output_missing
1039,-tPCytz4rww$_$18,5,well,13,17,5,well,1,1,,,0,mfa_alignment_output_missing
1040,-tPCytz4rww$_$18,6,you'll,18,24,6;7;8,you ' ll,3,1,,,0,mfa_alignment_output_missing
1041,-tPCytz4rww$_$18,7,also,25,29,9,also,1,1,,,0,mfa_alignment_output_missing
1042,-tPCytz4rww$_$18,8,want,30,34,10,want,1,1,,,0,mfa_alignment_output_missing
1043,-tPCytz4rww$_$18,9,to,35,37,11,to,1,1,,,0,mfa_alignment_output_missing
1044,-tPCytz4rww$_$18,10,remove,38,44,12,remove,1,1,,,0,mfa_alignment_output_missing
1045,-tPCytz4rww$_$18,11,any,45,48,13,any,1,1,,,0,mfa_alignment_output_missing
1046,-tPCytz4rww$_$18,12,clutter,49,56,14;15,cl ##utter,2,1,,,0,mfa_alignment_output_missing
1047,-tPCytz4rww$_$18,13,from,57,61,16,from,1,1,,,0,mfa_alignment_output_missing
1048,-tPCytz4rww$_$18,14,that,62,66,17,that,1,1,,,0,mfa_alignment_output_missing
1049,-tPCytz4rww$_$18,15,you've,67,73,18;19;20,you ' ve,3,1,,,0,mfa_alignment_output_missing
1050,-tPCytz4rww$_$18,16,accumulated,74,85,21,accumulated,1,1,,,0,mfa_alignment_output_missing
1051,-vxjVxOeScU$_$4,1,You're,0,6,1;2;3,you ' re,3,1,0.0,0.23999999463558197,1,mfa_primary_exact_transcript_auto_qc_pass
1052,-vxjVxOeScU$_$4,2,going,7,12,4,going,1,1,0.5199999809265137,0.6800000071525574,1,mfa_primary_exact_transcript_auto_qc_pass
1053,-vxjVxOeScU$_$4,3,to,13,15,5,to,1,1,0.6800000071525574,0.75,1,mfa_primary_exact_transcript_auto_qc_pass
1054,-vxjVxOeScU$_$4,4,talk,16,20,6,talk,1,1,0.75,1.100000023841858,1,mfa_primary_exact_transcript_auto_qc_pass
1055,-vxjVxOeScU$_$4,5,about,21,26,7,about,1,1,1.100000023841858,1.6799999475479126,1,mfa_primary_exact_transcript_auto_qc_pass
1056,-vxjVxOeScU$_$4,6,their,27,32,8,their,1,1,1.6799999475479126,2.119999885559082,1,mfa_primary_exact_transcript_auto_qc_pass
1057,-vxjVxOeScU$_$4,7,life,33,37,9,life,1,1,2.119999885559082,2.809999942779541,1,mfa_primary_exact_transcript_auto_qc_pass
1058,-vxjVxOeScU$_$4,8,their,39,44,11,their,1,1,2.869999885559082,3.200000047683716,1,mfa_primary_exact_transcript_auto_qc_pass
1059,-vxjVxOeScU$_$4,9,marriage,45,53,12,marriage,1,1,3.200000047683716,3.950000047683716,1,mfa_primary_exact_transcript_auto_qc_pass
1060,-vxjVxOeScU$_$4,10,and,54,57,13,and,1,1,4.349999904632568,4.860000133514404,1,mfa_primary_exact_transcript_auto_qc_pass
1061,-vxjVxOeScU$_$4,11,usually,58,65,14,usually,1,1,4.860000133514404,5.510000228881836,1,mfa_primary_exact_transcript_auto_qc_pass
1062,-vxjVxOeScU$_$4,12,how,66,69,15,how,1,1,5.510000228881836,5.909999847412109,1,mfa_primary_exact_transcript_auto_qc_pass
1063,-vxjVxOeScU$_$4,13,amazing,70,77,16,amazing,1,1,5.909999847412109,6.409999847412109,1,mfa_primary_exact_transcript_auto_qc_pass
1064,-vxjVxOeScU$_$4,14,it,78,80,17,it,1,1,6.409999847412109,6.53000020980835,1,mfa_primary_exact_transcript_auto_qc_pass
1065,-vxjVxOeScU$_$4,15,is,81,83,18,is,1,1,6.53000020980835,6.800000190734863,1,mfa_primary_exact_transcript_auto_qc_pass
1066,-vxjVxOeScU$_$4,16,that,84,88,19,that,1,1,6.800000190734863,6.960000038146973,1,mfa_primary_exact_transcript_auto_qc_pass
1067,-vxjVxOeScU$_$4,17,they've,89,96,20;21;22,they ' ve,3,1,6.960000038146973,7.139999866485596,1,mfa_primary_exact_transcript_auto_qc_pass
1068,-vxjVxOeScU$_$4,18,stayed,97,103,23,stayed,1,1,7.139999866485596,7.480000019073486,1,mfa_primary_exact_transcript_auto_qc_pass
1069,-vxjVxOeScU$_$4,19,together,104,112,24,together,1,1,7.480000019073486,7.889999866485596,1,mfa_primary_exact_transcript_auto_qc_pass
1070,-vxjVxOeScU$_$4,20,this,113,117,25,this,1,1,7.889999866485596,8.1899995803833,1,mfa_primary_exact_transcript_auto_qc_pass
1071,-vxjVxOeScU$_$4,21,long,118,122,26,long,1,1,8.1899995803833,8.930000305175781,1,mfa_primary_exact_transcript_auto_qc_pass
1072,-wMB_hJL-3o$_$7,1,So,0,2,1,so,1,1,0.5,1.0,1,mfa_primary_exact_transcript_auto_qc_pass
1073,-wMB_hJL-3o$_$7,2,if,3,5,2,if,1,1,1.0,1.2200000286102295,1,mfa_primary_exact_transcript_auto_qc_pass
1074,-wMB_hJL-3o$_$7,3,you,6,9,3,you,1,1,1.2200000286102295,1.2899999618530273,1,mfa_primary_exact_transcript_auto_qc_pass
1075,-wMB_hJL-3o$_$7,4,have,10,14,4,have,1,1,1.2899999618530273,1.4700000286102295,1,mfa_primary_exact_transcript_auto_qc_pass
1076,-wMB_hJL-3o$_$7,5,a,15,16,5,a,1,1,1.4700000286102295,1.5199999809265137,1,mfa_primary_exact_transcript_auto_qc_pass
1077,-wMB_hJL-3o$_$7,6,loved,17,22,6,loved,1,1,1.5199999809265137,1.809999942779541,1,mfa_primary_exact_transcript_auto_qc_pass
1078,-wMB_hJL-3o$_$7,7,one,23,26,7,one,1,1,1.809999942779541,1.9700000286102295,1,mfa_primary_exact_transcript_auto_qc_pass
1079,-wMB_hJL-3o$_$7,8,who,27,30,8,who,1,1,1.9700000286102295,2.140000104904175,1,mfa_primary_exact_transcript_auto_qc_pass
1080,-wMB_hJL-3o$_$7,9,is,31,33,9,is,1,1,2.140000104904175,2.259999990463257,1,mfa_primary_exact_transcript_auto_qc_pass
1081,-wMB_hJL-3o$_$7,10,depressed,34,43,10,depressed,1,1,2.259999990463257,2.9700000286102295,1,mfa_primary_exact_transcript_auto_qc_pass
1082,-wMB_hJL-3o$_$7,11,those,44,49,11,those,1,1,3.259999990463257,3.4700000286102295,1,mfa_primary_exact_transcript_auto_qc_pass
1083,-wMB_hJL-3o$_$7,12,are,50,53,12,are,1,1,3.4700000286102295,3.5199999809265137,1,mfa_primary_exact_transcript_auto_qc_pass
1084,-wMB_hJL-3o$_$7,13,some,54,58,13,some,1,1,3.5199999809265137,3.759999990463257,1,mfa_primary_exact_transcript_auto_qc_pass
1085,-wMB_hJL-3o$_$7,14,of,59,61,14,of,1,1,3.759999990463257,3.819999933242798,1,mfa_primary_exact_transcript_auto_qc_pass
1086,-wMB_hJL-3o$_$7,15,the,62,65,15,the,1,1,3.819999933242798,3.9100000858306885,1,mfa_primary_exact_transcript_auto_qc_pass
1087,-wMB_hJL-3o$_$7,16,things,66,72,16,things,1,1,3.9100000858306885,4.230000019073486,1,mfa_primary_exact_transcript_auto_qc_pass
1088,-wMB_hJL-3o$_$7,17,that,73,77,17,that,1,1,4.230000019073486,4.340000152587891,1,mfa_primary_exact_transcript_auto_qc_pass
1089,-wMB_hJL-3o$_$7,18,you,78,81,18,you,1,1,4.340000152587891,4.480000019073486,1,mfa_primary_exact_transcript_auto_qc_pass
1090,-wMB_hJL-3o$_$7,19,should,82,88,19,should,1,1,4.480000019073486,4.710000038146973,1,mfa_primary_exact_transcript_auto_qc_pass
1091,-wMB_hJL-3o$_$7,20,think,89,94,20,think,1,1,4.710000038146973,4.889999866485596,1,mfa_primary_exact_transcript_auto_qc_pass
1092,-wMB_hJL-3o$_$7,21,about,95,100,21,about,1,1,4.889999866485596,5.159999847412109,1,mfa_primary_exact_transcript_auto_qc_pass
1093,-wMB_hJL-3o$_$7,22,doing,101,106,22,doing,1,1,5.159999847412109,5.440000057220459,1,mfa_primary_exact_transcript_auto_qc_pass
1094,-wny0OAz3g8$_$1,1,And,0,3,1,and,1,1,0.5199999809265137,0.6399999856948853,1,mfa_primary_unique_word_overlap_auto_qc_pass
1095,-wny0OAz3g8$_$1,2,because,4,11,2,because,1,1,0.6399999856948853,0.949999988079071,1,mfa_primary_unique_word_overlap_auto_qc_pass
1096,-wny0OAz3g8$_$1,3,they,12,16,3,they,1,1,0.949999988079071,1.059999942779541,1,mfa_primary_unique_word_overlap_auto_qc_pass
1097,-wny0OAz3g8$_$1,4,couldn't,17,25,4;5;6,couldn ' t,3,1,1.059999942779541,1.3300000429153442,1,mfa_primary_unique_word_overlap_auto_qc_pass
1098,-wny0OAz3g8$_$1,5,join,26,30,7,join,1,1,1.3300000429153442,1.6200000047683716,1,mfa_primary_unique_word_overlap_auto_qc_pass
1099,-wny0OAz3g8$_$1,6,unions,31,37,8,unions,1,1,1.6200000047683716,2.069999933242798,1,mfa_primary_unique_word_overlap_auto_qc_pass
1100,-wny0OAz3g8$_$1,7,many,39,43,10,many,1,1,2.109999895095825,2.309999942779541,1,mfa_primary_unique_word_overlap_auto_qc_pass
1101,-wny0OAz3g8$_$1,8,Black,44,49,11,black,1,1,2.309999942779541,2.5999999046325684,1,mfa_primary_unique_word_overlap_auto_qc_pass
1102,-wny0OAz3g8$_$1,9,workers,50,57,12,workers,1,1,2.5999999046325684,2.9100000858306885,1,mfa_primary_unique_word_overlap_auto_qc_pass
1103,-wny0OAz3g8$_$1,10,couldn't,58,66,13;14;15,couldn ' t,3,1,2.9100000858306885,3.200000047683716,1,mfa_primary_unique_word_overlap_auto_qc_pass
1104,-wny0OAz3g8$_$1,11,get,67,70,16,get,1,1,3.200000047683716,3.369999885559082,1,mfa_primary_unique_word_overlap_auto_qc_pass
1105,-wny0OAz3g8$_$1,12,manufacturing,71,84,17,manufacturing,1,1,3.369999885559082,4.010000228881836,1,mfa_primary_unique_word_overlap_auto_qc_pass
1106,-wny0OAz3g8$_$1,13,or,85,87,18,or,1,1,4.010000228881836,4.079999923706055,1,mfa_primary_unique_word_overlap_auto_qc_pass
1107,-wny0OAz3g8$_$1,14,trade,88,93,19,trade,1,1,4.079999923706055,4.369999885559082,1,mfa_primary_unique_word_overlap_auto_qc_pass
1108,-wny0OAz3g8$_$1,15,work,94,98,20,work,1,1,4.369999885559082,4.619999885559082,1,mfa_primary_unique_word_overlap_auto_qc_pass
1109,-wny0OAz3g8$_$1,16,which,101,106,22,which,1,1,4.619999885559082,4.849999904632568,1,mfa_primary_unique_word_overlap_auto_qc_pass
1110,-wny0OAz3g8$_$1,17,paid,107,111,23,paid,1,1,4.849999904632568,5.079999923706055,1,mfa_primary_unique_word_overlap_auto_qc_pass
1111,-wny0OAz3g8$_$1,18,much,112,116,24,much,1,1,5.079999923706055,5.380000114440918,1,mfa_primary_unique_word_overlap_auto_qc_pass
1112,-wny0OAz3g8$_$1,19,better,117,123,25,better,1,1,5.380000114440918,5.599999904632568,1,mfa_primary_unique_word_overlap_auto_qc_pass
1113,-wny0OAz3g8$_$1,20,than,124,128,26,than,1,1,5.599999904632568,5.739999771118164,1,mfa_primary_unique_word_overlap_auto_qc_pass
1114,-wny0OAz3g8$_$1,21,service,129,136,27,service,1,1,5.739999771118164,6.099999904632568,1,mfa_primary_unique_word_overlap_auto_qc_pass
1115,-wny0OAz3g8$_$1,22,work,137,141,28,work,1,1,6.099999904632568,6.28000020980835,1,mfa_primary_unique_word_overlap_auto_qc_pass
1116,-wny0OAz3g8$_$0,1,trade,0,5,1,trade,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1117,-wny0OAz3g8$_$0,2,labor,6,11,2,labor,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
1118,-wny0OAz3g8$_$0,3,unions,12,18,3,unions,1,1,,,0,official_word_unmatched_or_ambiguous_in_asr
