sample_id,official_word_index,official_word,text_feature_row_0based,word_start_wav_s,word_end_wav_s,word_start_source_s,word_end_source_s,timestamp_evidence_tier,timestamp_status,text_valid_mask,word_time_valid_mask,audio_valid_mask,audio_f0_valid_mask,visual_valid_mask,visual_nearest_candidate_mask,audio_frame_start_index_0based,audio_frame_end_index_exclusive,audio_frame_count,f0_voiced_frame_count,visual_frame_start_index_0based,visual_frame_end_index_exclusive,visual_frame_count,visual_valid_face_frame_count,visual_status,nearest_visual_frame_index_0based,nearest_visual_distance_to_interval_s
-t217m2on-s$_$7,30,more,926,11.720000267028809,11.979999542236328,11.720000267028809,11.979999542236328,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1173,1198,25,25,118,120,2,2,in_interval_valid_face,-1,
-t217m2on-s$_$7,31,of,927,11.979999542236328,12.050000190734863,11.979999542236328,12.050000190734863,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1198,1206,8,8,120,121,1,1,in_interval_valid_face,-1,
-t217m2on-s$_$7,32,a,928,12.050000190734863,12.109999656677246,12.050000190734863,12.109999656677246,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1206,1211,5,5,121,122,1,1,in_interval_valid_face,-1,
-t217m2on-s$_$7,33,nasal,929,12.109999656677246,12.520000457763672,12.109999656677246,12.520000457763672,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1211,1253,42,42,122,126,4,4,in_interval_valid_face,-1,
-t217m2on-s$_$7,34,infection,930,12.520000457763672,13.15999984741211,12.520000457763672,13.15999984741211,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1253,1316,63,52,126,132,6,6,in_interval_valid_face,-1,
-t217m2on-s$_$7,35,or,931,13.15999984741211,13.430000305175781,13.15999984741211,13.430000305175781,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1316,1344,28,14,132,135,3,3,in_interval_valid_face,-1,
-t217m2on-s$_$7,36,a,932,13.430000305175781,13.479999542236328,13.430000305175781,13.479999542236328,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,0,1,1344,1348,4,4,135,135,0,0,no_visual_frame_in_interval,135,0.020000457763671875
-t217m2on-s$_$7,37,sinus,933,13.479999542236328,13.970000267028809,13.479999542236328,13.970000267028809,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1348,1398,50,35,135,140,5,5,in_interval_valid_face,-1,
-t217m2on-s$_$7,38,infection,934,13.970000267028809,14.6899995803833,13.970000267028809,14.6899995803833,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1398,1469,71,50,140,147,7,7,in_interval_valid_face,-1,
-t217m2on-s$_$7,39,that,935,,,,,A_exact_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-t217m2on-s$_$7,40,he,936,15.300000190734863,15.5,15.300000190734863,15.5,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1531,1550,19,13,154,155,1,1,in_interval_valid_face,-1,
-t217m2on-s$_$7,41,would,937,15.5,15.770000457763672,15.5,15.770000457763672,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1550,1578,28,28,155,158,3,3,in_interval_valid_face,-1,
-t217m2on-s$_$7,42,need,938,15.770000457763672,15.960000038146973,15.770000457763672,15.960000038146973,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1578,1597,19,19,158,160,2,2,in_interval_valid_face,-1,
-t217m2on-s$_$7,43,to,939,15.960000038146973,16.020000457763672,15.960000038146973,16.020000457763672,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1597,1603,6,6,160,161,1,1,in_interval_valid_face,-1,
-t217m2on-s$_$7,44,deal,940,16.020000457763672,16.31999969482422,16.020000457763672,16.31999969482422,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,1,1,0,1603,1632,29,26,161,164,3,3,in_interval_valid_face,-1,
-t217m2on-s$_$7,45,with,941,16.31999969482422,16.469999313354492,16.31999969482422,16.469999313354492,A_exact_transcript,mfa_primary_exact_transcript_auto_qc_pass,1,1,1,0,1,0,1632,1647,15,0,164,165,1,1,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,1,The,942,,,,,B_unique_word_overlap_in_mismatched_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tANM6ETl_M$_$3,2,first,943,0.6100000143051147,0.9900000095367432,0.6100000143051147,0.9900000095367432,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,62,100,38,19,7,10,3,3,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,3,place,944,0.9900000095367432,1.340000033378601,0.9900000095367432,1.340000033378601,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,100,135,35,32,10,14,4,4,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,4,is,945,1.340000033378601,1.5099999904632568,1.340000033378601,1.5099999904632568,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,135,151,16,16,14,16,2,2,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,5,either,946,1.5099999904632568,1.7599999904632568,1.5099999904632568,1.7599999904632568,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,151,176,25,25,16,18,2,2,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,6,you,947,1.7599999904632568,1.9700000286102295,1.7599999904632568,1.9700000286102295,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,176,198,22,22,18,20,2,2,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,7,have,948,1.9700000286102295,2.200000047683716,1.9700000286102295,2.200000047683716,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,198,221,23,23,20,23,3,3,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,8,a,949,2.200000047683716,2.2699999809265137,2.200000047683716,2.2699999809265137,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,0,1,221,227,6,6,23,23,0,0,no_visual_frame_in_interval,22,4.7683715642676816e-08
-tANM6ETl_M$_$3,9,prospect,950,2.2699999809265137,2.930000066757202,2.2699999809265137,2.930000066757202,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,227,294,67,56,23,30,7,7,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,10,or,951,2.930000066757202,3.0199999809265137,2.930000066757202,3.0199999809265137,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,294,302,8,8,30,31,1,1,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,11,a,952,3.0199999809265137,3.069999933242798,3.0199999809265137,3.069999933242798,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,0,1,302,307,5,5,31,31,0,0,no_visual_frame_in_interval,30,0.019999980926513672
-tANM6ETl_M$_$3,12,customer,953,3.069999933242798,3.509999990463257,3.069999933242798,3.509999990463257,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,307,351,44,41,31,36,5,5,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,13,who's,954,3.509999990463257,3.7100000381469727,3.509999990463257,3.7100000381469727,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,351,372,21,21,36,38,2,2,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,14,never,955,3.7100000381469727,4.190000057220459,3.7100000381469727,4.190000057220459,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,372,420,48,47,38,42,4,4,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,15,done,956,4.190000057220459,4.460000038146973,4.190000057220459,4.460000038146973,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,420,447,27,27,42,45,3,3,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,16,it,957,4.460000038146973,4.619999885559082,4.460000038146973,4.619999885559082,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,447,462,15,14,45,47,2,2,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,17,before,958,4.619999885559082,5.099999904632568,4.619999885559082,5.099999904632568,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,462,510,48,44,47,51,4,4,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,18,or,959,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tANM6ETl_M$_$3,19,they've,960,5.099999904632568,5.309999942779541,5.099999904632568,5.309999942779541,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,510,531,21,21,51,54,3,3,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,20,never,961,5.309999942779541,5.650000095367432,5.309999942779541,5.650000095367432,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,531,566,35,26,54,57,3,3,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,21,tried,962,5.650000095367432,5.989999771118164,5.650000095367432,5.989999771118164,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,566,599,33,13,57,60,3,3,in_interval_valid_face,-1,
-tANM6ETl_M$_$3,22,it,963,5.989999771118164,6.090000152587891,5.989999771118164,6.090000152587891,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,599,610,11,11,60,61,1,1,in_interval_valid_face,-1,
-tPCytz4rww$_$11,1,Make,964,0.5,0.6399999856948853,0.5,0.6399999856948853,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,50,64,14,14,5,7,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$11,2,sure,965,0.6399999856948853,0.8700000047683716,0.6399999856948853,0.8700000047683716,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,64,88,24,23,7,9,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$11,3,that,966,0.8700000047683716,1.0199999809265137,0.8700000047683716,1.0199999809265137,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,88,102,14,12,9,11,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$11,4,your,967,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$11,5,using,968,1.149999976158142,1.5199999809265137,1.149999976158142,1.5199999809265137,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,115,152,37,37,12,16,4,4,in_interval_valid_face,-1,
-tPCytz4rww$_$11,6,comps,969,1.5199999809265137,1.899999976158142,1.5199999809265137,1.899999976158142,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,152,190,38,36,16,19,3,3,in_interval_valid_face,-1,
-tPCytz4rww$_$11,7,that,970,1.899999976158142,2.059999942779541,1.899999976158142,2.059999942779541,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,190,206,16,3,19,21,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$11,8,are,971,2.059999942779541,2.140000104904175,2.059999942779541,2.140000104904175,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,206,215,9,9,21,22,1,1,in_interval_valid_face,-1,
-tPCytz4rww$_$11,9,not,972,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$11,10,larger,973,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$11,11,no,974,2.140000104904175,2.3399999141693115,2.140000104904175,2.3399999141693115,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,215,234,19,19,22,24,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$11,12,larger,975,2.3399999141693115,2.9100000858306885,2.3399999141693115,2.9100000858306885,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,234,292,58,58,24,30,6,6,in_interval_valid_face,-1,
-tPCytz4rww$_$11,13,than,976,,,,,B_unique_word_overlap_in_mismatched_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$11,14,twelve,977,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$11,15,hundred,978,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$11,16,square,979,4.389999866485596,4.599999904632568,4.389999866485596,4.599999904632568,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,439,460,21,8,44,46,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$11,17,feet,980,4.599999904632568,4.860000133514404,4.599999904632568,4.860000133514404,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,460,487,27,23,46,49,3,3,in_interval_valid_face,-1,
-tPCytz4rww$_$10,1,Say,981,0.5400000214576721,0.7400000095367432,0.5400000214576721,0.7400000095367432,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,55,75,20,14,6,8,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$10,2,twenty,982,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$10,3,percent,983,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$10,4,so,984,1.5199999809265137,1.8600000143051147,1.5199999809265137,1.8600000143051147,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,152,187,35,22,16,19,3,3,in_interval_valid_face,-1,
-tPCytz4rww$_$10,5,if,985,1.8600000143051147,2.069999933242798,1.8600000143051147,2.069999933242798,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,187,207,20,4,19,21,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$10,6,you've,986,2.069999933242798,2.190000057220459,2.069999933242798,2.190000057220459,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,207,220,13,13,21,22,1,1,in_interval_valid_face,-1,
-tPCytz4rww$_$10,7,got,987,2.190000057220459,2.3299999237060547,2.190000057220459,2.3299999237060547,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,220,233,13,13,22,24,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$10,8,a,988,2.3299999237060547,2.380000114440918,2.3299999237060547,2.380000114440918,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,0,1,233,239,6,6,24,24,0,0,no_visual_frame_in_interval,24,0.019999885559081942
-tPCytz4rww$_$10,9,thousand,989,2.380000114440918,2.759999990463257,2.380000114440918,2.759999990463257,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,239,276,37,33,24,28,4,4,in_interval_valid_face,-1,
-tPCytz4rww$_$10,10,square,990,2.759999990463257,3.0199999809265137,2.759999990463257,3.0199999809265137,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,276,302,26,22,28,31,3,3,in_interval_valid_face,-1,
-tPCytz4rww$_$10,11,foot,991,3.0199999809265137,3.359999895095825,3.0199999809265137,3.359999895095825,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,302,336,34,21,31,34,3,3,in_interval_valid_face,-1,
-tPCytz4rww$_$10,12,condo,992,3.6500000953674316,4.150000095367432,3.6500000953674316,4.150000095367432,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,366,416,50,48,37,42,5,5,in_interval_valid_face,-1,
-tPCytz4rww$_$12,1,No,993,0.49000000953674316,0.6600000262260437,0.49000000953674316,0.6600000262260437,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,50,67,17,16,5,7,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$12,2,less,994,0.6600000262260437,0.8999999761581421,0.6600000262260437,0.8999999761581421,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,67,90,23,12,7,9,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$12,3,than,995,0.8999999761581421,1.2000000476837158,0.8999999761581421,1.2000000476837158,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,90,121,31,24,9,13,4,4,in_interval_valid_face,-1,
-tPCytz4rww$_$12,4,eight,996,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$12,5,hundred,997,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$12,6,squire,998,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$12,7,feet,999,1.9800000190734863,2.259999990463257,1.9800000190734863,2.259999990463257,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,199,226,27,24,20,23,3,3,in_interval_valid_face,-1,
-tPCytz4rww$_$12,8,and,1000,2.5999999046325684,2.9600000381469727,2.5999999046325684,2.9600000381469727,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,260,297,37,32,26,30,4,4,in_interval_valid_face,-1,
-tPCytz4rww$_$12,9,going,1001,,,,,B_unique_word_overlap_in_mismatched_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$12,10,to,1002,,,,,B_unique_word_overlap_in_mismatched_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$12,11,similar,1003,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$12,12,in,1004,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$12,13,similar,1005,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$12,14,with,1006,,,,,B_unique_word_overlap_in_mismatched_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$12,15,bedrooms,1007,5.889999866485596,6.28000020980835,5.889999866485596,6.28000020980835,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,589,629,40,40,59,63,4,4,in_interval_valid_face,-1,
-tPCytz4rww$_$12,16,and,1008,6.28000020980835,6.380000114440918,6.28000020980835,6.380000114440918,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,629,639,10,10,63,64,1,1,in_interval_valid_face,-1,
-tPCytz4rww$_$12,17,bathrooms,1009,6.380000114440918,6.909999847412109,6.380000114440918,6.909999847412109,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,639,691,52,52,64,70,6,6,in_interval_valid_face,-1,
-tPCytz4rww$_$12,18,as,1010,6.909999847412109,7.03000020980835,6.909999847412109,7.03000020980835,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,691,704,13,13,70,71,1,1,in_interval_valid_face,-1,
-tPCytz4rww$_$12,19,well,1011,7.03000020980835,7.380000114440918,7.03000020980835,7.380000114440918,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,704,739,35,35,71,74,3,3,in_interval_valid_face,-1,
-tPCytz4rww$_$12,20,and,1012,7.690000057220459,8.09000015258789,7.690000057220459,8.09000015258789,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,770,810,40,40,77,81,4,4,in_interval_valid_face,-1,
-tPCytz4rww$_$12,21,hopefully,1013,8.09000015258789,8.760000228881836,8.09000015258789,8.760000228881836,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,810,877,67,65,81,88,7,7,in_interval_valid_face,-1,
-tPCytz4rww$_$12,22,the,1014,8.760000228881836,9.270000457763672,8.760000228881836,9.270000457763672,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,877,928,51,44,88,93,5,5,in_interval_valid_face,-1,
-tPCytz4rww$_$12,23,complexes,1015,9.270000457763672,9.869999885559082,9.270000457763672,9.869999885559082,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,928,987,59,40,93,99,6,6,in_interval_valid_face,-1,
-tPCytz4rww$_$12,24,have,1016,9.869999885559082,10.079999923706055,9.869999885559082,10.079999923706055,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,987,1008,21,6,99,101,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$12,25,similar,1017,10.079999923706055,10.529999732971191,10.079999923706055,10.529999732971191,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,1008,1053,45,34,101,106,5,5,in_interval_valid_face,-1,
-tPCytz4rww$_$12,26,amenities,1018,10.529999732971191,11.199999809265137,10.529999732971191,11.199999809265137,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,1053,1120,67,63,106,112,6,6,in_interval_valid_face,-1,
-tPCytz4rww$_$16,1,So,1019,0.5,0.8500000238418579,0.5,0.8500000238418579,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,50,86,36,24,5,9,4,4,in_interval_valid_face,-1,
-tPCytz4rww$_$16,2,make,1020,0.8500000238418579,1.100000023841858,0.8500000238418579,1.100000023841858,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,86,111,25,25,9,12,3,3,in_interval_valid_face,-1,
-tPCytz4rww$_$16,3,sure,1021,1.100000023841858,1.3799999952316284,1.100000023841858,1.3799999952316284,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,111,138,27,27,12,14,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$16,4,to,1022,1.3799999952316284,1.8300000429153442,1.3799999952316284,1.8300000429153442,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,138,184,46,39,14,19,5,5,in_interval_valid_face,-1,
-tPCytz4rww$_$16,5,get,1023,1.8300000429153442,2.0399999618530273,1.8300000429153442,2.0399999618530273,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,184,204,20,7,19,21,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$16,6,a,1024,2.0399999618530273,2.0799999237060547,2.0399999618530273,2.0799999237060547,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,0,1,204,208,4,3,21,21,0,0,no_visual_frame_in_interval,21,0.0200000762939454
-tPCytz4rww$_$16,7,through,1025,,,,,,official_word_unmatched_or_ambiguous_in_asr,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$16,8,or,1026,,,,,B_unique_word_overlap_in_mismatched_transcript,mfa_whisper_discrepancy_over_0_5s_null_primary,1,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,no_primary_word_time,-1,
-tPCytz4rww$_$16,9,to,1027,3.819999933242798,4.03000020980835,3.819999933242798,4.03000020980835,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,0,1,0,382,404,22,0,39,41,2,2,in_interval_valid_face,-1,
-tPCytz4rww$_$16,10,do,1028,4.03000020980835,4.579999923706055,4.03000020980835,4.579999923706055,B_unique_word_overlap_in_mismatched_transcript,mfa_primary_unique_word_overlap_auto_qc_pass,1,1,1,1,1,0,404,458,54,29,41,46,5,5,in_interval_valid_face,-1,
