序号,sample_id,原始视频相对路径,原始Excel行号,原始视频SHA256,视频有效时长_s,WAV有效时长_s,原文词数_有效长度,主时间有效词数,声学有效词数,视觉有效词数,声学原始帧数,视觉采样帧数,视觉有效帧数,文本维度,声学维度,视觉维度,对齐粒度,文本全量矩阵,文本全量矩阵起始行_0based,文本全量矩阵结束行_exclusive,声学逐帧文件,声学逐帧SHA256,视觉逐帧文件,视觉逐帧SHA256,词级三模态文件,词级三模态SHA256
68,-I_e4mIh0yE$_$3,-I_e4mIh0yE/3.mp4,69,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e,9.163021,8.994375,22,9,9,9,900,91,91,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1310,1332,E.1/结果/06_Librosa74/逐样本/-I_e4mIh0yE$_$3.npz,f93e3cdcfb421a9a0cb022af9fb1ef12fb18ea37cef6bbf86cc38a1c2cafdc66,E.1/结果/07_FaceLandmarker52/逐样本/-I_e4mIh0yE$_$3.npz,1c35a90b136aa4cde4ba760f0ec5252a4e95cb615ddc855f45b2435ecbbae8c4,E.1/结果/08_原文词级跨模态对齐/逐样本/-I_e4mIh0yE$_$3.npz,9d6ae69eb97dd066aa70b61aeffd45982dc64fc68873759223613d8bdf5b525a
69,-UacrmKiTn4$_$10,-UacrmKiTn4/10.mp4,70,00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360,7.361979,7.242,18,18,18,18,725,74,74,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1332,1350,E.1/结果/06_Librosa74/逐样本/-UacrmKiTn4$_$10.npz,87bb2b03c7d08f7c666b33ab4eef38f829f918e35cbf3ff778ad8553495bb696,E.1/结果/07_FaceLandmarker52/逐样本/-UacrmKiTn4$_$10.npz,6d373ff9cfc91ec28bc9ad5057d8100ad8371a58873b17faf97590b80a85bae1,E.1/结果/08_原文词级跨模态对齐/逐样本/-UacrmKiTn4$_$10.npz,f4d68b72e87a4d2fff5c3299ea4b1b3bafc51696dccf71347dfc9bc6b5ce3779
70,-UacrmKiTn4$_$4,-UacrmKiTn4/4.mp4,71,a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84,4.741016,4.681,14,14,14,13,469,48,48,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1350,1364,E.1/结果/06_Librosa74/逐样本/-UacrmKiTn4$_$4.npz,69174785ba38df49a2c05677d6f9325358cca017734ab6d11101bf190072b864,E.1/结果/07_FaceLandmarker52/逐样本/-UacrmKiTn4$_$4.npz,44720a596d1831fe02bcd58e478342208988b2adfa2dae60ffd5b5d173a83a56,E.1/结果/08_原文词级跨模态对齐/逐样本/-UacrmKiTn4$_$4.npz,8aa85e1e0d5b6411e113c2b9c7dfe3779c5380cef4f38b209643d8791060259b
71,-hnBHBN8p5A$_$7,-hnBHBN8p5A/7.mp4,72,0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb,7.372,7.308,13,0,0,0,731,73,0,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1364,1377,E.1/结果/06_Librosa74/逐样本/-hnBHBN8p5A$_$7.npz,4e1fbeb42e09f37164b8565445490f52a0dcf3880cecf55f57a06eaa837f3f3c,E.1/结果/07_FaceLandmarker52/逐样本/-hnBHBN8p5A$_$7.npz,533a3cf2a2c1d426637a933b7ce7aa008616144c651e3e2186e1a9e61f78ff1f,E.1/结果/08_原文词级跨模态对齐/逐样本/-hnBHBN8p5A$_$7.npz,b36bfdef58648e5f5845375c0450e97b20c450e533e409b9b298367048acf22c
72,-hnBHBN8p5A$_$6,-hnBHBN8p5A/6.mp4,73,997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7,6.401,6.3328125,13,0,0,0,634,64,0,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1377,1390,E.1/结果/06_Librosa74/逐样本/-hnBHBN8p5A$_$6.npz,a9212d48540fc8eb8d8d3bd32157d5329968bee886a31c9c0106e15f02b596bd,E.1/结果/07_FaceLandmarker52/逐样本/-hnBHBN8p5A$_$6.npz,3e80c9d08a878f1a22703ae95d81a7e4a65583a7abb36affbbdd68b5336fa14d,E.1/结果/08_原文词级跨模态对齐/逐样本/-hnBHBN8p5A$_$6.npz,046e99d0d15231012091b51ec791b9b254551c653c45e4960f7f471da91faed8
73,-qDkUB0GgYY$_$6,-qDkUB0GgYY/6.mp4,74,ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b,4.677995,4.614,16,16,16,16,462,47,47,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1390,1406,E.1/结果/06_Librosa74/逐样本/-qDkUB0GgYY$_$6.npz,76e44450d7343fc29c5b75df9b9efac2932a5f8e5636ff8f46cd11ea26eb03cf,E.1/结果/07_FaceLandmarker52/逐样本/-qDkUB0GgYY$_$6.npz,0c859f90c7502eed81dcbf461d0a0f465fea9961f88f936748458a82ff73ecfa,E.1/结果/08_原文词级跨模态对齐/逐样本/-qDkUB0GgYY$_$6.npz,f1e2bbeb9e1c67fccdc7218a081f692df2738b3531af93adbd947f3c02a61b0f
74,-uywlfIYOS8$_$4,-uywlfIYOS8/4.mp4,75,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9,6.044987,5.881125,18,5,5,5,589,61,61,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1406,1424,E.1/结果/06_Librosa74/逐样本/-uywlfIYOS8$_$4.npz,5f91e9d20000d7a4944b2c44103f7a712271321673c8ee63c0c374710a9f4044,E.1/结果/07_FaceLandmarker52/逐样本/-uywlfIYOS8$_$4.npz,a675aa8f266377d55ecae2b6e9ebfa01c03568af17df4250b5c274ba53cc3ffd,E.1/结果/08_原文词级跨模态对齐/逐样本/-uywlfIYOS8$_$4.npz,b5900eee1e7440eacb99143b2b851c7b8b227d5966499f1e153ab72a68c5257f
75,-6rXp3zJ3kc$_$8,-6rXp3zJ3kc/8.mp4,76,59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae,12.805013,12.738,34,30,30,29,1274,128,128,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1424,1458,E.1/结果/06_Librosa74/逐样本/-6rXp3zJ3kc$_$8.npz,870d654941b43809411f18676c54e44944339212e2e9a9f99d6bb76be5283c35,E.1/结果/07_FaceLandmarker52/逐样本/-6rXp3zJ3kc$_$8.npz,0f29da9b01bec2152527bd8ee4d32b7c7a27a6bc78024e2e81ce41ba0740e22e,E.1/结果/08_原文词级跨模态对齐/逐样本/-6rXp3zJ3kc$_$8.npz,3b71344a2f70932c3aff71239c8510d90cb1ee4df2861eec2e896c00949f79b6
76,-9y-fZ3swSY$_$0,-9y-fZ3swSY/0.mp4,77,29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c,6.833333,6.757,22,17,17,17,676,69,66,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1458,1480,E.1/结果/06_Librosa74/逐样本/-9y-fZ3swSY$_$0.npz,0a1ca51e283c3bf9e53a5fad713b10a924f138d977525ae0f68dcc59434a60b8,E.1/结果/07_FaceLandmarker52/逐样本/-9y-fZ3swSY$_$0.npz,f3521be192b6aac11d42e7f78c35a60e7df2ff51b2793cb85dfd4fa7573d7074,E.1/结果/08_原文词级跨模态对齐/逐样本/-9y-fZ3swSY$_$0.npz,c18679025ae06afc9be8f2c15333f0dd225744e55911c71de72dd78280eb95a2
77,-9y-fZ3swSY$_$4,-9y-fZ3swSY/4.mp4,78,fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc,2.821029,2.6648125,9,9,9,9,267,28,26,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1480,1489,E.1/结果/06_Librosa74/逐样本/-9y-fZ3swSY$_$4.npz,a68a2223ab72954e5ee2b80e7e070c3437a143604af9d13026eaad4eca0cc828,E.1/结果/07_FaceLandmarker52/逐样本/-9y-fZ3swSY$_$4.npz,6feff1008c9b16f35ff1740e2650b43fde51a1e108781ae424692312ff3e026e,E.1/结果/08_原文词级跨模态对齐/逐样本/-9y-fZ3swSY$_$4.npz,b173aac86b14661a44c598d8509e6b4795c6f47de4b13d375c6e8dbc3bc5e4b3
78,-9y-fZ3swSY$_$8,-9y-fZ3swSY/8.mp4,79,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256,4.988997,4.917,12,12,12,8,492,50,23,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1489,1501,E.1/结果/06_Librosa74/逐样本/-9y-fZ3swSY$_$8.npz,274364425ddb34d89dc695d73c7d8d7ab1ba75c593d334e80c7391beba2e50e9,E.1/结果/07_FaceLandmarker52/逐样本/-9y-fZ3swSY$_$8.npz,c8719fe160039b65b162b01b4047e674e40b1b12f01f2373abf5de03a411d7a3,E.1/结果/08_原文词级跨模态对齐/逐样本/-9y-fZ3swSY$_$8.npz,1ae2a71459be861b816a9d89245e5ecb5aedac65c40b2d6fb7856482e9d7f0b6
79,-AUZQgSxyPQ$_$2,-AUZQgSxyPQ/2.mp4,80,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b,22.511003,22.4045625,41,34,34,34,2241,225,225,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1501,1542,E.1/结果/06_Librosa74/逐样本/-AUZQgSxyPQ$_$2.npz,6b8c47358b9e3e059818f12d84e8dff2d30bb2177c35bda95757e322b65315ab,E.1/结果/07_FaceLandmarker52/逐样本/-AUZQgSxyPQ$_$2.npz,d1ebd9eaf77c35955dc58173e1f5b147c995c13d26c5f02aa462f828f380e989,E.1/结果/08_原文词级跨模态对齐/逐样本/-AUZQgSxyPQ$_$2.npz,0ccc2a4f2bf5519bfa423d3eb1b6e6611bd6f6a767915c570b837f6ec083f2fb
80,-HeZS2-Prhc$_$2,-HeZS2-Prhc/2.mp4,81,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c,8.261979,8.150875,16,13,13,13,816,83,83,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1542,1558,E.1/结果/06_Librosa74/逐样本/-HeZS2-Prhc$_$2.npz,181b7c477289556389615b5ab913f0dc11e3df812ae3ffe5d8d9e2ebd411b440,E.1/结果/07_FaceLandmarker52/逐样本/-HeZS2-Prhc$_$2.npz,6c5786db5fc68698a4e57a02f7e548cea94fb27215c949148ef46914cd214a9b,E.1/结果/08_原文词级跨模态对齐/逐样本/-HeZS2-Prhc$_$2.npz,d6d3a766590a468c506fe3cc0371aeb55563bbe6b57f1a12ea9357a3abee4514
81,-MeTTeMJBNc$_$0,-MeTTeMJBNc/0.mp4,82,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe,9.3,9.218,21,20,20,20,922,94,93,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1558,1579,E.1/结果/06_Librosa74/逐样本/-MeTTeMJBNc$_$0.npz,fc7f64705c82cbff348df81538bc9267670c3c82e3dc08eb9a74b51f2cce0616,E.1/结果/07_FaceLandmarker52/逐样本/-MeTTeMJBNc$_$0.npz,0a16d234e7f81c16c47ff070ae4513c36ab7d9f03c620c97c03e2ed26b493c4a,E.1/结果/08_原文词级跨模态对齐/逐样本/-MeTTeMJBNc$_$0.npz,110b9f0c401a713644c2a76524b298461865e319e18baa9dde8a6a063dd28884
82,-MeTTeMJBNc$_$13,-MeTTeMJBNc/13.mp4,83,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44,5.430013,5.255,14,14,14,13,526,54,54,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1579,1593,E.1/结果/06_Librosa74/逐样本/-MeTTeMJBNc$_$13.npz,2052e508117883dbe78a8c7e6d2857897e962f0b0b9b81b68221b74b0d0e726d,E.1/结果/07_FaceLandmarker52/逐样本/-MeTTeMJBNc$_$13.npz,f232de5527bce7d9160ff3e6828edfbcdbeb488f6140882b76e003acc963bb14,E.1/结果/08_原文词级跨模态对齐/逐样本/-MeTTeMJBNc$_$13.npz,3563a80d84a8b85ca44f7d0976cf5dffe711390947300e3532cde300359cc206
83,-MeTTeMJBNc$_$7,-MeTTeMJBNc/7.mp4,84,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a,10.516992,10.4113125,31,29,29,27,1042,105,105,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1593,1624,E.1/结果/06_Librosa74/逐样本/-MeTTeMJBNc$_$7.npz,14c1de2cbba9bb3784ff6b1fdfb9a6463c5721ac97220a2fe8f6884fa40d0801,E.1/结果/07_FaceLandmarker52/逐样本/-MeTTeMJBNc$_$7.npz,8caedc073a50b9c9bfcd9ee6efc0e881a26f00925df21495f39e11ccc77b915a,E.1/结果/08_原文词级跨模态对齐/逐样本/-MeTTeMJBNc$_$7.npz,93044b72e6a033cb1467aa6b65954e91af73d3912ac18f92d26d6921448c4395
84,-RfYyzHpjk4$_$11,-RfYyzHpjk4/11.mp4,85,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904,5.238997,5.074,17,15,15,13,508,52,52,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1624,1641,E.1/结果/06_Librosa74/逐样本/-RfYyzHpjk4$_$11.npz,a1269bdcef37a438ad6b4e33106ec822b73ff4b4a26949163a415add40aad5a9,E.1/结果/07_FaceLandmarker52/逐样本/-RfYyzHpjk4$_$11.npz,7cebdb9b1258d1debbc0145d1219a97a0a17388576aee5cfc59fd1622dfcfaff,E.1/结果/08_原文词级跨模态对齐/逐样本/-RfYyzHpjk4$_$11.npz,6022c38b1699238945441fee2c17925d49d08af51be1036b6c26862677b45102
85,-RfYyzHpjk4$_$8,-RfYyzHpjk4/8.mp4,86,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c,4.588997,4.532,17,16,16,16,454,46,46,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1641,1658,E.1/结果/06_Librosa74/逐样本/-RfYyzHpjk4$_$8.npz,684b33e6e19044cf994c0f59ed5135500e5b1f141c96f4329cb682b68a548edd,E.1/结果/07_FaceLandmarker52/逐样本/-RfYyzHpjk4$_$8.npz,a1d670bb63aafcb3bacfe6195b9fe30c32cf80e38f68d3aeeb3cada2f387cfe0,E.1/结果/08_原文词级跨模态对齐/逐样本/-RfYyzHpjk4$_$8.npz,e3dfb6f81fdf3e6eef0a9e2a9e7cdee24cb15d3339ec084cb4cfe7834563e700
86,-RfYyzHpjk4$_$2,-RfYyzHpjk4/2.mp4,87,5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f,5.516016,5.3918125,25,24,24,22,540,55,48,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1658,1683,E.1/结果/06_Librosa74/逐样本/-RfYyzHpjk4$_$2.npz,58c84ec1427637ba91b56278c424e15311b16d94aef7ff60056fc7708c4b6379,E.1/结果/07_FaceLandmarker52/逐样本/-RfYyzHpjk4$_$2.npz,1488cfa444d5c7b817cc3e4a5df9b99e3d412d8a22a391722a4482b0ea85f72b,E.1/结果/08_原文词级跨模态对齐/逐样本/-RfYyzHpjk4$_$2.npz,bde12b003777aaa19e8264a72d379987379c53b08ce79d04e272fd8f1ac5055c
87,-UUCSKoHeMA$_$0,-UUCSKoHeMA/0.mp4,88,3f9792888ec8e969f61cfb6cb4de7bdf7ef8944afe0a9d2a9d13586e1f13b898,7.8,7.732,18,18,18,16,774,79,78,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1683,1701,E.1/结果/06_Librosa74/逐样本/-UUCSKoHeMA$_$0.npz,e868bd2c3a994158953693c04f218531c57b2362e0b4362806d5a61b017eb107,E.1/结果/07_FaceLandmarker52/逐样本/-UUCSKoHeMA$_$0.npz,ff2fc0b90c63d52d21265bda8774dfb9d5b24b87b067e1457e94dcdce43803e4,E.1/结果/08_原文词级跨模态对齐/逐样本/-UUCSKoHeMA$_$0.npz,4fe4f48472bb4675a7da801920f93fe0991a9b8b29b6e21249bd986acff2b726
88,-ri04Z7vwnc$_$0,-ri04Z7vwnc/0.mp4,89,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b,2.807,2.763,8,0,0,0,277,28,0,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1701,1709,E.1/结果/06_Librosa74/逐样本/-ri04Z7vwnc$_$0.npz,c979efe83b450995033b8370129b7703687f6275af4d9d32299510be6cb0944d,E.1/结果/07_FaceLandmarker52/逐样本/-ri04Z7vwnc$_$0.npz,4b9de7a53f91a7c6d30f8778ec600dcef39f069febfeafbcfeb2822908079753,E.1/结果/08_原文词级跨模态对齐/逐样本/-ri04Z7vwnc$_$0.npz,4b0bec3bd55a624946635c852b786c51a557d5bff472672742e9dd96c29440ed
89,-ri04Z7vwnc$_$2,-ri04Z7vwnc/2.mp4,90,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148,6.027,5.913375,16,0,0,0,592,60,21,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1709,1725,E.1/结果/06_Librosa74/逐样本/-ri04Z7vwnc$_$2.npz,7b34b219212a59764048f640ba89a857fb536134b3451a238b365c42e5d268db,E.1/结果/07_FaceLandmarker52/逐样本/-ri04Z7vwnc$_$2.npz,4457ce84222ad744f6ac3b254f51430b5d6384b01ddc907c002be9d05f006c04,E.1/结果/08_原文词级跨模态对齐/逐样本/-ri04Z7vwnc$_$2.npz,d89361ab6d7edc1e149db1299e5ad4a7c72a21298c413e687f960ac31887954c
90,-ri04Z7vwnc$_$5,-ri04Z7vwnc/5.mp4,91,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736,3.545,3.43975,8,1,1,1,344,35,35,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1725,1733,E.1/结果/06_Librosa74/逐样本/-ri04Z7vwnc$_$5.npz,63f639bbbf2d45bdf4d2ecbccb72350eb889f88b4c2c82872ba45006ab038d65,E.1/结果/07_FaceLandmarker52/逐样本/-ri04Z7vwnc$_$5.npz,658523f23ce0b9483aae392092f92af19441e01816401c7cce29cee495b7d82f,E.1/结果/08_原文词级跨模态对齐/逐样本/-ri04Z7vwnc$_$5.npz,1995d1f78dee6acc2fcafb2c2c8c89c880f94bc4079f050aab46ad02b264d10a
91,-s9qJ7ATP7w$_$1,-s9qJ7ATP7w/1.mp4,92,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09,4.791992,4.6438125,11,7,7,6,465,48,45,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1733,1744,E.1/结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$1.npz,55f228965f81b053fbf7fe2ac73ec3dda6affc0f33f90d0c332bb4ee630d0769,E.1/结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$1.npz,19e73e91bc1d9a8eab602ca2ae50c1587f33dd5f1d8ed1489b25de461c1fac01,E.1/结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$1.npz,90c8209ac636f7358bd9f9babdb9aee7d237905d2c1b90ec8fbbe34b2eb842b1
92,-s9qJ7ATP7w$_$0,-s9qJ7ATP7w/0.mp4,93,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5,6.8,6.71,24,18,18,17,671,69,68,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1744,1768,E.1/结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$0.npz,f7a86bf327ce97a0b3892afaa23f56190d5d7e1a97f21f26cc5c985f46ffff08,E.1/结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$0.npz,a5dddc2aeab433dc5becb0ea6002cd2fb67ad1482424b80bd4f41b43088a5748,E.1/结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$0.npz,3797b1673fc44b19f210605c52f142df45c8f28bfeaa576f4bd7f24ebe14668f
93,-s9qJ7ATP7w$_$5,-s9qJ7ATP7w/5.mp4,94,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae,8.561003,8.397875,19,18,18,18,840,85,84,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1768,1787,E.1/结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$5.npz,4af428e7291f1ab4343b2079dc426b0c10b421714372460ecbbc008de464aa57,E.1/结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$5.npz,0a0339160e300fda67dea980f002deedcfdee1a4699a90e294a3407d71ede82c,E.1/结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$5.npz,e31d8f5f29359f91970cd4d6134885889e458f8610ee8c7c69104e24c0ff37f9
94,-s9qJ7ATP7w$_$4,-s9qJ7ATP7w/4.mp4,95,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9,4.427018,4.246875,9,8,8,5,425,44,29,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1787,1796,E.1/结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$4.npz,bd002da60a7993e66c6943ea63559f0ae2d31027f2b67cbbb88879b593537689,E.1/结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$4.npz,afae5a7950c8b843b5fc2c54aab7f96666859b8f6f3fd092e33b1b8e9805e2cd,E.1/结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$4.npz,78aef7b5852689443e17d3494694b4d819fa7c0bbca2ac5c01f1ce4d7d8c43a4
95,-s9qJ7ATP7w$_$7,-s9qJ7ATP7w/7.mp4,96,5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d,6.966016,6.8385625,28,28,28,13,684,70,40,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1796,1824,E.1/结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$7.npz,c0e808fe582f5b8dc6adb78a8c1cd2b09e0bc4409e7b613b9db5246470fb055f,E.1/结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$7.npz,31a786bca883ab17b0351b71a74b5dda8b881960ab3d69c129350b3213440a0f,E.1/结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$7.npz,0180bd6147cc8bfdbda91308a93455726fccc978b0c8ed69fd31211762204a82
96,-s9qJ7ATP7w$_$6,-s9qJ7ATP7w/6.mp4,97,40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451,2.475,2.3148125,5,5,5,5,232,25,19,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1824,1829,E.1/结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$6.npz,285d9d846027c3c3424ed32a37011afb0e592b01fc99166c1a919a7dc568dfe2,E.1/结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$6.npz,e7f8d61b3a3f2f564e0569e0902f18c2be0cf1ad9f42363dc6310377ede2622a,E.1/结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$6.npz,603259e34a0f5d615f9554b8bf2d897679df00bde23d9b48a8bfa754a98f12db
97,-s9qJ7ATP7w$_$8,-s9qJ7ATP7w/8.mp4,98,1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239,3.294987,3.184,12,12,12,11,319,33,33,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1829,1841,E.1/结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$8.npz,7410a7eab9ed0cccdcb17efc12dc854d26115d87a9df482e01d37283d6035506,E.1/结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$8.npz,ae9f3c068b388a549ca424fa1e4794a5829b2dc115db970ebd51b29097afb2f0,E.1/结果/08_原文词级跨模态对齐/逐样本/-s9qJ7ATP7w$_$8.npz,d58e0fe14cb5834ff1a9f99df35d1015e83ea4cf465b28df9abd7d04a19a369d
98,-yRb-Jum7EQ$_$1,-yRb-Jum7EQ/1.mp4,99,2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46,29.288021,29.109,49,0,0,0,2911,293,235,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1841,1890,E.1/结果/06_Librosa74/逐样本/-yRb-Jum7EQ$_$1.npz,89b4ef59cac9774200cfc513a621ce86834298b18694656ec163aa1a32450240,E.1/结果/07_FaceLandmarker52/逐样本/-yRb-Jum7EQ$_$1.npz,c196d05f91f0c302ef6a8475e3a3362f1e5bd21fcc9f1406d5ad3c060054546e,E.1/结果/08_原文词级跨模态对齐/逐样本/-yRb-Jum7EQ$_$1.npz,7b9678ab9a1938968682fbf0d5d69f2428261f7a34875d9752276e29129a162a
99,-yRb-Jum7EQ$_$5,-yRb-Jum7EQ/5.mp4,100,6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9,13.16901,13.044,25,0,0,0,1305,132,132,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1890,1915,E.1/结果/06_Librosa74/逐样本/-yRb-Jum7EQ$_$5.npz,d55d223189ea11043072142048079a96551f406a617bea2409b47d9f66cee7c2,E.1/结果/07_FaceLandmarker52/逐样本/-yRb-Jum7EQ$_$5.npz,88082a11d9fd9ba7a9695b3e588a6bcd168f78230a8572363a6cc6970d849ce0,E.1/结果/08_原文词级跨模态对齐/逐样本/-yRb-Jum7EQ$_$5.npz,f2d44507d6077c09d98e12bff1b8cbe183fe93634c5fd8c0b73e293069369edd
100,-yRb-Jum7EQ$_$6,-yRb-Jum7EQ/6.mp4,101,b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989,11.225977,11.242,19,0,0,0,1125,112,112,768,74,52,原文词,E.1/结果/05_BERT_base_uncased/原文逐词BERT特征.npy,1915,1934,E.1/结果/06_Librosa74/逐样本/-yRb-Jum7EQ$_$6.npz,13aa6c524fb991dc66db6d834f8749f12e7428610567b2ef1fd700e3b4034a00,E.1/结果/07_FaceLandmarker52/逐样本/-yRb-Jum7EQ$_$6.npz,c0b24f61661554df35c17de535216c74056621ca83bc2d45fea3fb531e0f647f,E.1/结果/08_原文词级跨模态对齐/逐样本/-yRb-Jum7EQ$_$6.npz,59fa6ea7377608e29d6266cfa577c6ca6e1028bda188c9d97ebafdd8b3d94fdd
